# name, ra, dec, redshift, major axis, axis ratio, position angle, frequency, refcode 
LCRS B001155.5-394007, 3.60838, -39.39084, 0.02923, 10.6, 0.82, 65.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0047, 3.6276, -7.16743, 0.019013, 67.6, 0.55, 86.0, 138000000000000.0,  2003AJ....125..525J  
NGC 0052, 3.6671, 18.5822, 0.018012, 102.2, 0.22, 125.0, 138000000000000.0,  20032MASX.C.......:  
SSTSL2 J001440.84-390937.3, 3.67006, -39.16052, 0.066516, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0053, 3.67862, -60.32838, 0.015237, 77.6, 0.56, 175.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0050, 3.68578, -7.34512, 0.019016, 105.2, 0.7, 163.0, 138000000000000.0,  2003AJ....125..525J  
NGC 0055, 3.72335, -39.19657, 0.000437, 547.0, 0.3, 113.0, 138000000000000.0,  2003AJ....125..525J  
GALEXASC J001456.67-392610.4, 3.73513, -39.43613, 0.08678, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0054, 3.78183, -7.10676, 0.017802, 62.6, 0.36, 95.0, 138000000000000.0,  20032MASX.C.......:  
WISEA J001523.35-391714.6, 3.84733, -39.2874, 0.016975, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0059, 3.85488, -21.4445, 0.001207, 74.6, 0.5, 115.0, 138000000000000.0,  20032MASX.C.......:  
LCRS B001300.1-392355, 3.87654, -39.12087, 0.061836, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0057, 3.87881, 17.32842, 0.01788, -99.99, -99.99, -99.99, -99.99, -- 
LCRS B001306.8-392624, 3.90513, -39.16262, 0.063691, 14.4, 0.82, 75.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0060, 3.99271, -0.30352, 0.039373, 6.62, 0.95, 43.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0061B, 4.10028, -6.31885, 0.027192, 18.0, 0.83, nan, 740000000000000.0,  1963MCG3..C...0000V  
NGC 0061, 4.10124, -6.31916, 0.026919, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0061A, 4.10151, -6.32182, 0.026505, 68.2, 0.52, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0062, 4.27264, -13.48714, 0.021562, 40.8, 0.7, 140.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0064, 4.37659, -6.8246, 0.024384, 69.6, 0.46, 30.0, 138000000000000.0,  20032MASX.C.......:  
IC 0005, 4.39558, -9.54334, 0.022315, 3.66, 0.68, 9.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0063, 4.43964, 11.45032, 0.003869, 85.0, 0.52, 100.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0067, 4.55107, 30.05545, 0.020734, 17.4, 0.78, 115.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0068, 4.57697, 30.07167, 0.01913, 63.2, 0.88, 45.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0069, 4.5854, 30.03996, 0.022285, 22.8, 0.66, 30.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0070, 4.59403, 30.07956, 0.023903, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0071, 4.59811, 30.0633, 0.022033, 66.4, 0.88, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0072, 4.61814, 30.04069, 0.024213, 68.6, 0.42, 85.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0072A, 4.64291, 30.03651, 0.022399, 26.2, 0.68, 145.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0073, 4.66241, -15.32239, 0.025891, 76.0, 0.5, 145.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0074, 4.70587, 30.06166, 0.023646, 30.4, 0.4, 130.0, 138000000000000.0,  20032MASX.C.......:  
IC 0007, 4.72156, 10.59469, 0.017902, 51.2, 0.68, 175.0, 138000000000000.0,  20032MASX.C.......:  
IC 0006, 4.72925, -3.27602, 0.020634, 43.2, 0.98, 50.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0065, 4.74461, -22.88038, 0.024327, 37.4, 0.78, 0.0, 138000000000000.0,  20032MASX.C.......:  
IC 0008, 4.76127, -3.22211, 0.02002, 24.6, 0.64, 120.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0066, 4.77056, -22.93631, 0.025364, 55.0, 0.58, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0075, 4.8598, 6.44937, 0.019347, 45.8, 0.84, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0076, 4.90746, 29.93387, 0.02444, 52.8, 0.68, 75.0, 138000000000000.0,  20032MASX.C.......:  
IC 0009, 4.93327, -14.12192, 0.042102, 30.6, 0.72, 120.0, 138000000000000.0,  20032MASX.C.......:  
IC 1540, 4.95315, 23.77265, 0.01942, 56.6, 0.36, 20.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0077, 5.00686, -22.53206, 0.063064, 25.2, 0.86, 150.0, 138000000000000.0,  20032MASX.C.......:  
IC 1541, 5.00819, 21.99977, 0.019767, 39.0, 0.44, 35.0, 138000000000000.0,  20032MASX.C.......:  
IC 0012, 5.06279, -2.65325, 0.020161, 48.6, 0.34, 20.0, 138000000000000.0,  20032MASX.C.......:  
IC 0013, 5.08373, 7.70068, 0.01905, 39.0, 0.42, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0078A, 5.10747, 0.82629, 0.016921, 9.27, 0.51, 71.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0078B, 5.11465, 0.83354, 0.018268, 3.75, 0.73, 137.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1542, 5.17197, 22.59242, 0.024567, 20.4, 0.56, 85.0, 138000000000000.0,  20032MASX.C.......:  
IC 1543, 5.23099, 21.86597, 0.018666, 32.4, 0.82, 110.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0079, 5.26195, 22.56653, 0.018296, 38.8, 0.96, 140.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0080, 5.29507, 22.35714, 0.018834, 84.0, 0.96, 75.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0081, 5.30537, 22.38289, 0.020447, 19.2, 0.64, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0087, 5.30922, -48.62856, 0.011391, 26.6, 0.28, 15.0, 138000000000000.0,  20032MASX.C.......:  
IC 1544, 5.32295, 23.09115, 0.01906, 36.4, 0.84, 55.0, 138000000000000.0,  20032MASX.C.......:  
IC 1545, 5.33713, 21.98345, 0.018806, 20.8, 0.78, 30.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0088, 5.34193, -48.64034, 0.011284, 25.4, 0.62, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0092 GROUP, 5.34194, -48.64259, 0.011026, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0083, 5.34344, 22.43361, 0.020514, 66.0, 0.88, 115.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0089, 5.3515, -48.66524, 0.010964, 51.2, 0.48, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0085, 5.35649, 22.51173, 0.020694, 32.6, 0.94, 165.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0086, 5.36895, 22.55648, 0.01865, 37.8, 0.44, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0085B, 5.37095, 22.50585, 0.019413, 52.6, 0.32, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0092, 5.38193, -48.62467, 0.010737, 55.0, 0.66, 150.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0090, 5.4641, 22.39996, 0.017856, 34.0, 0.7, 40.0, 138000000000000.0,  20032MASX.C.......:  
IC 1548, 5.47991, 22.00636, 0.019167, 29.8, 0.8, 65.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0093, 5.5135, 22.40812, 0.017946, 64.2, 0.54, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0095, 5.55645, 10.49167, 0.017956, 64.8, 0.92, 100.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0094, 5.55658, 22.48329, 0.019714, 27.8, 0.6, 20.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0096, 5.57387, 22.5463, 0.020631, 33.8, 0.74, 130.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0097, 5.62513, 29.74532, 0.015898, 55.2, 0.98, 25.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0098, 5.70658, -45.26901, 0.020599, 63.0, 0.8, 50.0, 138000000000000.0,  20032MASX.C.......:  
IC 1549, 5.70771, 6.96434, 0.040515, 37.4, 0.94, 90.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0101, 5.97761, -32.5361, 0.011284, 65.8, 0.58, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0099, 5.99774, 15.77046, 0.017712, 9.46, 0.84, 38.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0100, 6.01243, 16.48712, 0.002815, 116.2, 0.18, 54.0, 138000000000000.0,  2003AJ....125..525J  
IC 1550, 6.11512, 38.18561, 0.019707, 38.0, 0.84, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0102, 6.15231, -13.95635, 0.02445, 57.6, 0.42, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0106, 6.18227, -5.14873, 0.020211, 41.8, 0.76, 75.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0105 NED01, 6.31817, 12.89514, 0.025287, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0105 NED02, 6.31982, 12.88395, 0.017239, 47.4, 0.82, 175.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0107, 6.42587, -8.2828, 0.020978, 29.0, 0.4, 145.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0108, 6.49889, 29.21209, 0.015931, 86.8, 0.5, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0109, 6.56108, 21.80736, 0.018583, 63.0, 0.48, 65.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0115, 6.69278, -33.67697, 0.006108, 48.8, 0.78, 137.0, 138000000000000.0,  2003AJ....125..525J  
NGC 0112, 6.70325, 31.70325, 0.021011, 45.6, 0.46, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0113, 6.72768, -2.50089, 0.01487, 54.0, 0.76, 135.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0119, 6.74, -56.97806, 0.024784, 54.6, 0.74, 30.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0114, 6.74256, -1.7862, 0.013873, 44.0, 0.8, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0116, 6.77184, -7.66816, 0.025261, 46.2, 0.56, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0117, 6.79619, 1.3337, 0.017889, 36.2, 0.44, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0118, 6.8176, -1.78012, 0.036478, 31.8, 0.88, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0120, 6.87538, -1.51344, 0.013289, 60.8, 0.48, 70.0, 138000000000000.0,  20032MASX.C.......:  
IC 1551, 6.89764, 8.87736, 0.043497, 31.2, 0.66, 120.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0124, 6.96818, -1.81029, 0.013543, 47.4, 0.66, 170.0, 138000000000000.0,  20032MASX.C.......:  
IC 0015, 6.99, -0.06129, 0.046028, 3.24, 0.66, 122.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 0016, 7.03201, -13.09387, 0.016164, 29.2, 0.58, 60.0, 138000000000000.0,  20032MASX.C.......:  
IC 0017, 7.12414, 2.64861, 0.0144, 28.4, 0.98, 115.0, 138000000000000.0,  20032MASX.C.......:  
IC 0018, 7.14574, -11.58657, 0.019967, 46.6, 0.32, 45.0, 138000000000000.0,  20032MASX.C.......:  
IC 0019, 7.16454, -11.64074, 0.020671, 27.2, 0.7, 45.0, 138000000000000.0,  20032MASX.C.......:  
IC 0020, 7.16532, -13.01022, 0.025945, 36.8, 0.9, 135.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0125, 7.20903, 2.83877, 0.017699, 57.0, 0.92, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0126, 7.28372, 2.8111, 0.013499, 39.0, 0.42, 115.0, 138000000000000.0,  20032MASX.C.......:  
IC 0021, 7.29348, -0.16375, 0.060818, 3.68, 0.84, 143.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0127, 7.30171, 2.87256, 0.013656, 30.2, 0.84, 85.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0128, 7.31269, 2.86402, 0.014146, 128.0, 0.34, 0.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0130, 7.32724, 2.87042, 0.014787, 30.4, 0.64, 50.0, 138000000000000.0,  20032MASX.C.......:  
IC 0022, 7.38822, -9.08072, 0.020177, 4.53, 0.52, 40.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0131, 7.41053, -33.25986, 0.004703, 60.6, 0.5, 65.0, 138000000000000.0,  20032MASX.C.......:  
IC 1552, 7.43238, 21.47677, 0.01868, 55.8, 0.26, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0132, 7.54463, 2.09347, 0.017892, 68.8, 0.7, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0134, 7.59152, -33.24396, 0.005277, 289.6, 0.32, 45.0, 138000000000000.0,  2003AJ....125..525J  
IC 0023, 7.71168, -12.72016, 0.020471, 31.2, 0.9, 50.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0137, 7.74202, 10.20842, 0.017599, 54.6, 0.82, 30.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0138, 7.74684, 5.15979, 0.040028, 60.6, 0.42, 175.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0139, 7.77665, 5.07876, 0.040671, 39.0, 0.44, 170.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0142, 7.78368, -22.61869, 0.026735, 45.8, 0.6, 70.0, 138000000000000.0,  20032MASX.C.......:  
IC 0025, 7.80041, -0.40728, 0.019442, 3.94, 0.59, 35.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0143, 7.81505, -22.55988, 0.026849, 47.4, 0.28, 20.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0141, 7.8231, 5.17952, 0.039227, 42.4, 0.68, 165.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0140, 7.83524, 30.79258, 0.021445, 40.6, 0.78, 50.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0144, 7.83608, -22.64564, 0.027209, 34.4, 0.9, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0145, 7.94055, -5.15244, 0.013783, 63.8, 0.58, 170.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0135, 7.9411, -13.33728, 0.023987, 27.0, 0.88, 55.0, 138000000000000.0,  20032MASX.C.......:  
IC 1553, 8.1673, -25.6075, 0.00979, 66.4, 0.2, 15.0, 138000000000000.0,  20032MASX.C.......:  
MAYALL II, 8.19377, 39.57794, -0.001107, -99.99, -99.99, -99.99, -99.99, -- 
IC 0027, 8.2761, -13.37149, 0.023456, 25.2, 0.62, 135.0, 138000000000000.0,  20032MASX.C.......:  
IC 1554, 8.28072, -32.25831, 0.005791, 53.2, 0.54, 30.0, 138000000000000.0,  20032MASX.C.......:  
IC 0028, 8.28653, -13.45614, 0.021278, 10.0, 1.0, 90.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0149, 8.45948, 30.72341, 0.016155, 36.2, 0.84, 140.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0151, 8.51162, -9.70524, 0.01245, 9.02, 0.88, 112.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 0029, 8.54495, -2.17752, 0.05797, 38.8, 0.82, 155.0, 138000000000000.0,  20032MASX.C.......:  
IC 0030, 8.56123, -2.08458, 0.08206, 38.0, 0.7, 15.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0148, 8.56464, -31.78596, 0.006228, 94.4, 0.38, 90.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0150, 8.57111, -27.8061, 0.005294, 112.6, 0.76, 135.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0154, 8.5811, -12.65624, 0.026785, 46.6, 0.82, 85.0, 138000000000000.0,  20032MASX.C.......:  
IC 0031, 8.60251, 12.26848, 0.031719, 64.8, 0.34, 85.0, 138000000000000.0,  20032MASX.C.......:  
IC 1555, 8.63806, -30.0167, 0.0051, 77.3, 0.68, 136.0, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 0159, 8.64812, -55.79002, 0.027976, 61.2, 0.32, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0155, 8.66701, -10.76658, 0.020644, 7.16, 0.73, 176.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0157, 8.69495, -8.39641, 0.0055, 190.9, 0.6, 25.0, 138000000000000.0,  20032MASX.C.......:  
IC 0032, 8.75698, -2.14166, 0.055115, 33.6, 0.6, 5.0, 138000000000000.0,  20032MASX.C.......:  
IC 1556, 8.76226, -9.36851, 0.022993, 6.17, 0.47, 39.0, 477000000000000.0,  2004SDSS2.C...0000:  
IC 0033, 8.77143, -2.13776, 0.055645, 33.6, 0.74, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0167, 8.84611, -23.37478, 0.012812, 37.0, 0.84, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0161, 8.89136, -2.84867, 0.020311, 58.6, 0.54, 35.0, 138000000000000.0,  20032MASX.C.......:  
IC 1557, 8.89376, -2.87643, 0.020247, 36.2, 0.62, 130.0, 138000000000000.0,  20032MASX.C.......:  
IC 0034, 8.90171, 9.12427, 0.017739, 79.8, 0.58, 160.0, 138000000000000.0,  20032MASX.C.......:  
IC 1558, 8.9464, -25.37444, 0.005174, 165.3, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 0166, 8.95322, -13.61059, 0.020037, 39.0, 0.36, 145.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0163, 8.99921, -10.12168, 0.019737, 6.96, 0.93, 93.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0160, 9.01705, 23.95794, 0.017532, 88.4, 0.74, 40.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0165, 9.12053, -10.10617, 0.019644, 11.77, 0.77, 73.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0164, 9.13696, 2.74979, 0.019968, 25.0, 0.84, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0168, 9.16117, -22.59341, 0.01298, 53.4, 0.28, 25.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0170, 9.19093, 1.88649, 0.01424, 33.2, 0.54, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0169, 9.21503, 23.99101, 0.015414, 89.4, 0.36, 85.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0169A, 9.21793, 23.98486, 0.015327, 43.5, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 0174, 9.24649, -29.47714, 0.011905, 58.6, 0.62, 140.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0173, 9.30208, 1.94224, 0.01456, 56.8, 0.88, 90.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0172, 9.30675, -22.58688, 0.010167, 61.0, 0.26, 15.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0171, 9.33977, -19.93425, 0.013043, 129.0, 0.4, 120.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0177, 9.39304, -22.54921, 0.012792, 58.6, 0.52, 10.0, 138000000000000.0,  20032MASX.C.......:  
IC 0035, 9.41627, 10.35793, 0.015304, 40.0, 0.88, 45.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0179, 9.44281, -17.8495, 0.019934, 43.6, 0.74, 100.0, 138000000000000.0,  20032MASX.C.......:  
IC 0036, 9.45679, -15.44118, 0.023213, 22.8, 0.86, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0180, 9.49041, 8.6352, 0.017616, 110.4, 0.48, 145.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0182, 9.55159, 2.7285, 0.017545, 79.0, 0.62, 75.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0181, 9.59674, 29.47249, 0.01857, 50.6, 0.28, 155.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0186, 9.60543, 3.16642, 0.015551, 72.0, 0.46, 25.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0183, 9.62249, 29.51118, 0.018019, 50.6, 0.88, 120.0, 138000000000000.0,  20032MASX.C.......:  
IC 1561, 9.63562, -24.34011, 0.012972, 43.4, 0.38, 120.0, 138000000000000.0,  20032MASX.C.......:  
IC 1562, 9.6415, -24.274, 0.012565, 56.0, 0.78, 20.0, 138000000000000.0,  20032MASX.C.......:  
IC 0037, 9.64246, -15.35871, 0.053904, 29.0, 0.48, 135.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0184, 9.6492, 29.44764, 0.017562, 31.8, 0.52, 10.0, 138000000000000.0,  20032MASX.C.......:  
IC 0038, 9.66149, -15.41992, 0.054561, 36.0, 0.46, 65.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0190 NED01, 9.7279, 7.06274, 0.040658, 155.0, 0.36, 175.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0190 NED02, 9.72804, 7.05679, 0.040361, 15.8, 1.0, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 0191, 9.74767, -9.00259, 0.020267, 6.91, 0.93, 77.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0191A, 9.75098, -9.01451, 0.02038, 3.2, 0.36, 147.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0209, 9.76495, -18.60822, 0.013112, 38.0, 0.82, 25.0, 138000000000000.0,  20032MASX.C.......:  
IC 1564, 9.7714, 6.02095, 0.017535, 52.2, 0.36, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0178, 9.78505, -14.17261, 0.004827, 67.2, 0.36, 0.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0192, 9.80598, 0.86434, 0.013787, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0196, 9.82435, 0.91277, 0.01414, 3.9, 0.53, 5.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0194, 9.82679, 3.03745, 0.017439, 68.6, 0.84, 30.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0193, 9.82745, 3.33112, 0.014723, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0197, 9.82826, 0.89193, 0.013702, 1.76, 0.56, 21.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 0040, 9.83928, 2.45619, 0.018056, 49.2, 0.44, 15.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0198, 9.84571, 2.79796, 0.017522, 58.6, 0.96, 35.0, 138000000000000.0,  20032MASX.C.......:  
IC 1565, 9.85952, 6.73423, 0.037809, 50.4, 0.92, 85.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0187, 9.87672, -14.65648, 0.013132, 67.8, 0.4, 155.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0199, 9.88815, 3.13858, 0.015351, -99.99, -99.99, -99.99, -99.99, -- 
IC 1566, 9.88917, 6.81507, 0.039944, 38.6, 0.76, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0201, 9.89508, 0.85989, 0.014583, 18.18, 0.67, 141.0, 477000000000000.0,  2004SDSS2.C...0000:  
NGC 0200, 9.89539, 2.88746, 0.017175, 89.6, 0.44, 135.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0195, 9.8992, -9.19451, 0.016326, 7.35, 0.67, 79.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0203, 9.91474, 3.44289, 0.017886, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0202, 9.91606, 3.53636, 0.013316, 50.4, 0.34, 150.0, 138000000000000.0,  20032MASX.C.......:  
IC 0041, 9.91832, -14.17459, 0.013206, 24.8, 0.54, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0207, 9.91964, -14.23705, 0.013276, 33.4, 0.52, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0204, 9.93444, 3.29955, 0.017986, 58.0, 0.8, 20.0, 138000000000000.0,  20032MASX.C.......:  
IC 1568, 9.98315, 6.8486, 0.040021, 50.2, 0.76, 85.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0212, 10.05559, -56.153, 0.027552, 56.2, 0.82, 130.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0208, 10.07328, 2.75645, 0.017072, 29.6, 0.94, 150.0, 138000000000000.0,  20032MASX.C.......:  
IC 1569, 10.11685, 6.71967, 0.037846, 28.6, 0.9, 60.0, 138000000000000.0,  20032MASX.C.......:  
IC 1570, 10.14208, 6.75269, 0.037036, 20.4, 0.7, 25.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0210, 10.14592, -13.87281, 0.005464, 108.2, 0.52, 173.0, 138000000000000.0,  2003AJ....125..525J  
IC 1571, 10.15784, -0.33074, 0.019503, 10.25, 0.84, 26.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0215, 10.20371, -56.21414, 0.027502, 56.4, 0.72, 115.0, 138000000000000.0,  20032MASX.C.......:  
IC 0042, 10.27431, -15.42803, 0.054745, 27.2, 0.78, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0213, 10.29164, 16.46931, 0.018166, 59.0, 0.76, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0216, 10.36059, -21.04555, 0.00515, 82.2, 0.24, 25.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0214, 10.36688, 25.49951, 0.015134, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0217, 10.39119, -10.0214, 0.013116, 11.29, 0.39, 115.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1573, 10.54357, -23.5916, 0.056139, 43.6, 0.18, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0219, 10.54712, 0.90458, 0.01819, 2.46, 0.77, 166.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0223, 10.56618, 0.84552, 0.017876, 7.18, 0.63, 62.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 0043, 10.59192, 29.64173, 0.016201, 51.6, 0.86, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0230, 10.61311, -23.62886, 0.022546, 54.0, 0.2, 45.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0227, 10.65341, -1.52873, 0.017907, 74.4, 0.78, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0232, 10.69089, -23.5614, 0.022639, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0232 E, 10.72004, -23.54105, 0.022913, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0235B, 10.72404, -23.54553, 0.022676, 21.3, 1.0, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 0226, 10.72527, 32.58096, 0.016111, 36.8, 0.68, 130.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0228, 10.72708, 23.5031, 0.024654, 42.8, 0.72, 145.0, 138000000000000.0,  20032MASX.C.......:  
IC 0047, 10.72919, -13.74072, 0.042829, 24.8, 0.62, 100.0, 138000000000000.0,  20032MASX.C.......:  
IC 0046, 10.74161, 27.25367, 0.017632, 24.0, 0.92, 90.0, 138000000000000.0,  20032MASX.C.......:  
IC 1574, 10.76486, -22.24313, 0.001204, 70.5, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
