

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2025-01-24T13:46:59PST



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
204|IC 0023|  7.71168 | -12.72016 |G|  6137| 0.020471 |SUN |15.00|  0.000|20|0|36|7|6|4|0
205|NGC 0137|  7.74202 |  10.20842 |G|  5276| 0.017599 |SUN |13.74|  0.000|55|1|46|12|9|8|0
206|NGC 0138|  7.74684 |   5.15979 |G| 12000| 0.040028 |S1L |14.55|  0.000|27|1|45|14|8|7|0
207|NGC 0139|  7.77665 |   5.07876 |G| 12193| 0.040671 |SUN |15.26|  0.000|21|0|49|15|8|4|0
208|NGC 0142|  7.78368 | -22.61869 |G|  8015| 0.026735 |SUN |14.27|  0.000|39|2|56|18|6|18|0
209|IC 0025|  7.80041 |  -0.40728 |G|  5829| 0.019442 |SLS |15.0g|  0.000|64|1|97|33|26|14|1
210|NGC 0143|  7.81505 | -22.55988 |G|  8049| 0.026849 |SUN |15.21|  0.000|31|2|47|14|8|17|0
211|NGC 0141|  7.82310 |   5.17952 |G| 11760| 0.039227 |SUN |15.4 |  0.000|17|0|33|9|7|2|0
212|NGC 0140|  7.83524 |  30.79258 |G|  6429| 0.021445 |S1L |13.94|  0.000|50|0|43|17|15|7|0
213|NGC 0144|  7.83608 | -22.64564 |G|  8157| 0.027209 |SUN |13.90|  0.000|27|2|47|15|7|17|0
214|NGC 0145|  7.94055 |  -5.15244 |G|  4132| 0.013783 |S1L |13.17|  0.000|62|3|51|15|17|6|0
215|NGC 0135|  7.94110 | -13.33728 |G|  7191| 0.023987 |SLS |14.0R|  0.000|18|0|41|9|4|2|0
216|IC 1553|  8.16730 | -25.60750 |G|  2935| 0.009790 |SUN |15.12|  0.000|65|1|57|23|15|15|0
217|MAYALL II|  8.19377 |  39.57794 |*Cl|  -332|-0.001107 |UUN |13.8V|  0.000|83|0|63|13|2|0|0
218|IC 0027|  8.27610 | -13.37149 |G|  7032| 0.023456 |SLS |16.05|  0.000|6|0|32|6|3|2|0
219|IC 1554|  8.28072 | -32.25831 |G|  1736| 0.005791 |S1L |13.95|  0.000|45|3|67|23|13|18|0
220|IC 0028|  8.28653 | -13.45614 |G|  6379| 0.021278 |SUN |15.41|  0.000|13|0|45|9|3|4|0
221|NGC 0149|  8.45948 |  30.72341 |G|  4843| 0.016155 |SUN |14.69|  0.000|28|0|30|10|6|7|0
222|NGC 0151|  8.51162 |  -9.70524 |G|  3732| 0.012450 |SLS |12.8g|  0.000|170|8|124|30|26|15|0
223|IC 0029|  8.54495 |  -2.17752 |G| 17379| 0.057970 |SLS |15.6 |  0.000|15|0|37|11|6|4|0
224|IC 0030|  8.56123 |  -2.08458 |G| 24601| 0.082060 |SLS |15   |  0.000|17|0|40|13|7|4|0
225|NGC 0148|  8.56464 | -31.78596 |G|  1867| 0.006228 |SUN |13.28|  0.000|84|3|70|16|15|19|0
226|NGC 0150|  8.57111 | -27.80610 |G|  1587| 0.005294 |S1L |12.00|  0.000|238|6|91|32|34|19|0
227|NGC 0154|  8.58110 | -12.65624 |G|  8030| 0.026785 |SUN |14.51|  0.000|25|0|32|10|9|3|0
228|IC 0031|  8.60251 |  12.26848 |G|  9509| 0.031719 |S1L |15.23|  0.000|33|1|26|13|10|7|0
229|IC 1555|  8.63806 | -30.01670 |G|  1529| 0.005100 |SUN |14.35|  0.000|60|2|27|16|15|16|2
230|NGC 0159|  8.64812 | -55.79002 |G|  8387| 0.027976 |SUN |14.81|  0.000|22|1|40|11|5|16|0
231|NGC 0155|  8.66701 | -10.76658 |G|  6189| 0.020644 |SLS |13.6g|  0.000|69|0|78|23|20|13|0
232|NGC 0157|  8.69495 |  -8.39641 |G|  1649| 0.005500 |S1L |11.00|  0.000|384|12|104|25|24|6|0
233|IC 0032|  8.75698 |  -2.14166 |G| 16523| 0.055115 |SLS |15.4b|  0.000|12|0|28|6|5|4|0
234|IC 1556|  8.76226 |  -9.36851 |G|  6893| 0.022993 |SLS |15.2g|  0.000|33|1|64|17|13|8|0
235|IC 0033|  8.77143 |  -2.13776 |G| 16682| 0.055645 |SLS |15   |  0.000|15|0|36|9|6|4|0
236|NGC 0167|  8.84611 | -23.37478 |G|  3841| 0.012812 |SUN |13.98|  0.000|35|1|42|13|9|17|0
237|NGC 0161|  8.89136 |  -2.84867 |G|  6089| 0.020311 |SUN |14.45|  0.000|25|1|40|15|8|5|0
238|IC 1557|  8.89376 |  -2.87643 |G|  6070| 0.020247 |SUN |15.39|  0.000|15|1|34|9|6|4|0
239|IC 0034|  8.90171 |   9.12427 |G|  5318| 0.017739 |S1L |13.50|  0.000|48|1|48|18|13|7|0
240|IC 1558|  8.94640 | -25.37444 |G|  1551| 0.005174 |UUN |12.61|  0.000|67|4|50|18|11|17|0
241|NGC 0166|  8.95322 | -13.61059 |G|  6007| 0.020037 |SUN |15.18|  0.000|22|0|47|11|6|4|0
242|NGC 0163|  8.99921 | -10.12168 |G|  5917| 0.019737 |SLS |13.6g|  0.000|61|3|89|22|18|14|0
243|NGC 0160|  9.01705 |  23.95794 |G|  5256| 0.017532 |S1L |13.6 |  0.000|112|5|55|24|27|8|0
244|NGC 0165|  9.12053 | -10.10617 |G|  5889| 0.019644 |SLS |14.0g|  0.000|74|4|84|25|23|15|1
245|NGC 0164|  9.13696 |   2.74979 |G|  5986| 0.019968 |PUN |16   |  0.000|7|0|36|8|1|4|0
246|NGC 0168|  9.16117 | -22.59341 |G|  3891| 0.012980 |SUN |14.87|  0.000|36|2|49|17|8|17|0
247|NGC 0170|  9.19093 |   1.88649 |G|  4269| 0.014240 |SUN |15.43|  0.000|21|0|37|9|5|5|0
248|NGC 0169|  9.21503 |  23.99101 |G|  4621| 0.015414 |S1L |13.3 |  0.000|115|5|49|20|27|7|0
249|NGC 0169A|  9.21793 |  23.98486 |G|  4595| 0.015327 |SUN |14.7 |  0.000|70|4|44|8|12|4|0
250|NGC 0174|  9.24649 | -29.47714 |G|  3569| 0.011905 |SUN |13.62|  0.000|69|2|62|19|12|17|0
251|NGC 0173|  9.30208 |   1.94224 |G|  4365| 0.014560 |SUN |13.7B|  0.000|71|2|53|17|11|7|0
252|NGC 0172|  9.30675 | -22.58688 |G|  3048| 0.010167 |S1L |15.09|  0.000|66|2|58|20|18|19|0
253|NGC 0171|  9.33977 | -19.93425 |G|  3910| 0.013043 |SUN |12.90|  0.000|122|6|48|23|27|19|0
254|NGC 0177|  9.39304 | -22.54921 |G|  3835| 0.012792 |SUN |14.10|  0.000|54|2|36|14|13|18|0
255|IC 0035|  9.41627 |  10.35793 |G|  4588| 0.015304 |S1L |14.67|  0.000|57|1|49|16|13|7|0
256|NGC 0179|  9.44281 | -17.84950 |G|  5976| 0.019934 |UUN |14.30|  0.000|51|3|53|13|16|18|0
257|IC 0036|  9.45679 | -15.44118 |G|  6959| 0.023213 |SLS |15.47|  0.000|12|0|38|10|5|2|0
258|NGC 0180|  9.49041 |   8.63520 |G|  5281| 0.017616 |S1L |13.70|  0.000|108|1|50|27|30|7|0
259|NGC 0182|  9.55159 |   2.72850 |G|  5260| 0.017545 |S1L |13.27|  0.000|84|2|48|21|17|8|0
260|NGC 0181|  9.59674 |  29.47249 |G|  5567| 0.018570 |S1L |15.4 |  0.000|40|0|48|16|10|5|0
261|NGC 0186|  9.60543 |   3.16642 |G|  4662| 0.015551 |SUN |14.40|  0.000|27|2|41|13|6|7|0
262|NGC 0183|  9.62249 |  29.51118 |G|  5402| 0.018019 |SUN |13.74|  0.000|54|1|42|15|12|7|0
263|IC 1561|  9.63562 | -24.34011 |G|  3889| 0.012972 |UUN |14.69|  0.000|34|3|44|12|4|17|0
264|IC 1562|  9.64150 | -24.27400 |G|  3767| 0.012565 |SUN |13.54|  0.000|58|4|49|17|12|18|0
265|IC 0037|  9.64246 | -15.35871 |G| 16160| 0.053904 |SLS |16.15|  0.000|10|0|40|8|5|4|0
266|NGC 0184|  9.64920 |  29.44764 |G|  5265| 0.017562 |S1L |15.62|  0.000|32|0|41|13|9|4|0
267|IC 0038|  9.66149 | -15.41992 |G| 16357| 0.054561 |SUN |15.56|  0.000|20|1|43|11|9|4|0
268|NGC 0190 NED01|  9.72790 |   7.06274 |G| 12189| 0.040658 |SLS |15.08|  0.000|42|1|34|15|12|4|0
269|NGC 0190 NED02|  9.72804 |   7.05679 |G| 12100| 0.040361 |SUN |15.99|  0.000|25|1|26|10|7|3|0
270|NGC 0191|  9.74767 |  -9.00259 |G|  6076| 0.020267 |SUN |12.5 |  0.000|39|3|42|9|6|10|0
271|NGC 0191A|  9.75098 |  -9.01451 |G|  6110| 0.020380 |SLS |14.9g|  0.000|89|4|54|18|20|11|0
272|NGC 0209|  9.76495 | -18.60822 |G|  3931| 0.013112 |SUN |14.74|  0.000|24|2|39|9|7|18|0
273|IC 1564|  9.77140 |   6.02095 |G|  5257| 0.017535 |S1L |14.68|  0.000|37|1|34|15|13|6|0
274|NGC 0178|  9.78505 | -14.17261 |G|  1447| 0.004827 |UUN |13.1 |  0.000|81|7|84|23|16|6|0
275|NGC 0192|  9.80598 |   0.86434 |G|  4133| 0.013787 |SUN |13.42|  0.000|155|3|139|40|39|18|0
276|NGC 0196|  9.82435 |   0.91277 |G|  4239| 0.014140 |UUN |13.80|  0.000|100|2|129|26|18|12|0
277|NGC 0194|  9.82679 |   3.03745 |G|  5228| 0.017439 |SUN |13.15|  0.000|81|4|62|16|10|8|0
278|NGC 0193|  9.82745 |   3.33112 |G|  4414| 0.014723 |UUN |13.25|  0.000|163|7|92|36|28|11|0
279|NGC 0197|  9.82826 |   0.89193 |G|  4108| 0.013702 |SLS |15.4g|  0.000|72|1|119|20|19|15|0
280|IC 0040|  9.83928 |   2.45619 |G|  5413| 0.018056 |SUN |15.1 |  0.000|25|0|45|14|5|5|0
281|NGC 0198|  9.84571 |   2.79796 |G|  5253| 0.017522 |S1L |13.85|  0.000|56|4|57|21|13|6|0
282|IC 1565|  9.85952 |   6.73423 |G| 11335| 0.037809 |SLS |14.31|  0.000|60|2|54|19|14|7|0
283|NGC 0187|  9.87672 | -14.65648 |G|  3937| 0.013132 |UUN |13.90|  0.000|31|0|40|14|10|6|0
284|NGC 0199|  9.88815 |   3.13858 |G|  4602| 0.015351 |SUN |14.61|  0.000|31|2|64|18|8|8|0
285|IC 1566|  9.88917 |   6.81507 |G| 11975| 0.039944 |SUN |15.4 |  0.000|25|0|36|14|10|4|0
286|NGC 0201|  9.89508 |   0.85989 |G|  4372| 0.014583 |SLS |13.8g|  0.000|124|4|110|39|31|12|0
287|NGC 0200|  9.89539 |   2.88746 |G|  5149| 0.017175 |S1L |13.48|  0.000|78|4|62|24|16|8|0
288|NGC 0195|  9.89920 |  -9.19451 |G|  4894| 0.016326 |SLS |14.2g|  0.000|65|0|83|25|21|14|0
289|NGC 0203|  9.91474 |   3.44289 |G|  5362| 0.017886 |S1L |14.97|  0.000|22|1|58|11|7|8|0
290|NGC 0202|  9.91606 |   3.53636 |G|  3992| 0.013316 |SUN |15.34|  0.000|24|2|29|9|5|6|0
291|IC 0041|  9.91832 | -14.17459 |G|  3959| 0.013206 |SUN |15.20|  0.000|9|0|27|3|1|2|0
292|NGC 0207|  9.91964 | -14.23705 |G|  3980| 0.013276 |SUN |14.59|  0.000|41|0|48|14|13|3|0
293|NGC 0204|  9.93444 |   3.29955 |G|  5392| 0.017986 |SUN |13.8 |  0.000|26|2|46|13|5|8|0
294|IC 1568|  9.98315 |   6.84860 |G| 11998| 0.040021 |SUN |13.93|  0.000|34|0|40|17|14|4|0
295|NGC 0212| 10.05559 | -56.15300 |G|  8260| 0.027552 |SUN |14.39|  0.000|29|2|35|12|9|15|0
296|NGC 0208| 10.07328 |   2.75645 |G|  5118| 0.017072 |SUN |15.17|  0.000|11|0|38|9|4|6|0
297|IC 1569| 10.11685 |   6.71967 |G| 11346| 0.037846 |SUN |14.21|  0.000|27|0|35|11|9|3|0
298|IC 1570| 10.14208 |   6.75269 |G| 11103| 0.037036 |SLS |15   |  0.000|6|0|34|9|3|2|0
299|NGC 0210| 10.14592 | -13.87281 |G|  1638| 0.005464 |S1L |12.53|  0.000|198|10|46|18|19|7|0
300|IC 1571| 10.15784 |  -0.33074 |G|  5847| 0.019503 |S1L |14.2g|  0.000|48|1|85|19|17|15|0
301|NGC 0215| 10.20371 | -56.21414 |G|  8245| 0.027502 |SUN |14.05|  0.000|37|2|53|18|13|16|0
302|IC 0042| 10.27431 | -15.42803 |G| 16412| 0.054745 |SLS |15.28|  0.000|15|0|33|9|8|4|0
303|NGC 0213| 10.29164 |  16.46931 |G|  5446| 0.018166 |S1L |14.23|  0.000|43|1|49|16|12|7|0
304|NGC 0216| 10.36059 | -21.04555 |G|  1544| 0.005150 |S1L |12.9r|  0.000|92|6|72|30|25|18|0
305|NGC 0214| 10.36688 |  25.49951 |G|  4537| 0.015134 |S1L |12.97|  0.000|214|6|95|41|40|12|0
306|NGC 0217| 10.39119 | -10.02140 |G|  3932| 0.013116 |SLS |13.0g|  0.000|68|1|74|18|20|14|0
307|IC 1573| 10.54357 | -23.59160 |G| 16830| 0.056139 |SLS |16.5b|  0.000|11|1|38|9|3|15|0
308|NGC 0219| 10.54712 |   0.90458 |G|  5453| 0.018190 |SLS |15.0g|  0.000|39|0|93|18|14|14|0
309|NGC 0223| 10.56618 |   0.84552 |G|  5359| 0.017876 |SLS |14.0g|  0.000|63|1|101|29|23|13|0
310|IC 0043| 10.59192 |  29.64173 |G|  4857| 0.016201 |UUN |13.94|  0.000|89|2|54|22|13|8|0
311|NGC 0230| 10.61311 | -23.62886 |G|  6759| 0.022546 |SUN |15.36|  0.000|31|2|51|13|7|17|0
312|NGC 0227| 10.65341 |  -1.52873 |G|  5368| 0.017907 |SLS |13.11|  0.000|102|2|54|22|14|8|0
313|NGC 0232| 10.69089 | -23.56140 |G|  6787| 0.022639 |SLS |14.46|  0.000|187|4|171|51|38|22|0
314|NGC 0232 E| 10.72004 | -23.54105 |G|  6869| 0.022913 |SLS |14.08|  0.000|136|2|119|43|39|21|1
315|NGC 0235B| 10.72404 | -23.54553 |G|  6798| 0.022676 |SUN |13.94|  0.000|22|1|20|7|1|15|1
316|NGC 0226| 10.72527 |  32.58096 |G|  4830| 0.016111 |S1L |14.31|  0.000|46|1|48|17|15|5|0
317|NGC 0228| 10.72708 |  23.50310 |G|  7391| 0.024654 |S1L |14.57|  0.000|37|1|39|13|10|7|0
318|IC 0047| 10.72919 | -13.74072 |G| 12840| 0.042829 |PUN |16.09|  0.000|2|0|32|6|1|2|0
319|IC 0046| 10.74161 |  27.25367 |G|  5286| 0.017632 |UUN |14.75|  0.000|46|2|52|16|15|4|0
320|IC 1574| 10.76486 | -22.24313 |G|   361| 0.001204 |UUN |14.3B|  0.000|137|4|70|34|12|16|0
321|NGC 0229| 10.76949 |  23.50911 |G|  7367| 0.024574 |SUN |14.7 |  0.000|25|0|34|11|6|4|0
322|NGC 0238| 10.85732 | -50.18285 |G|  8849| 0.029517 |SLS |13.14|  0.000|32|2|49|11|16|17|0
323|NGC 0236| 10.86478 |   2.95822 |G|  5643| 0.018823 |S1L |14.21|  0.000|48|1|59|20|13|6|0
324|NGC 0237| 10.86614 |  -0.12484 |G|  4169| 0.013906 |S1L |13.7 |  0.000|178|5|116|37|38|11|0
325|NGC 0234| 10.88499 |  14.34272 |G|  4459| 0.014875 |UUN |13.3g|  0.000|144|1|86|39|36|15|0
326|IC 1575A| 10.88813 |  -4.11770 |PofG|  5748| 0.019173 |SUN |14.00|  0.000|10|1|0|2|1|1|0
327|IC 1575| 10.88908 |  -4.11779 |G|  5797| 0.019337 |SLS |14.18|  0.000|24|0|33|7|5|2|0
328|IC 1575B| 10.89062 |  -4.11992 |PofG|  5748| 0.019173 |SUN |14.00|  0.000|11|1|4|4|2|1|0
329|IC 0048| 10.89357 |  -8.18652 |G|  5960| 0.019880 |SUN |13.98|  0.000|35|1|51|14|11|8|0
330|NGC 0233| 10.90243 |  30.58697 |G|  5422| 0.018086 |SUN |13.44|  0.000|44|1|43|15|12|7|0
331|IC 0049| 10.98392 |   1.85031 |G|  4558| 0.015204 |S1L |14.2 |  0.000|70|1|59|18|13|7|0
332|IC 1576| 11.05897 | -25.10935 |G| 16228| 0.054131 |SLS |15.13|  0.000|9|1|38|9|5|15|0
333|IC 1578| 11.10769 | -25.07736 |G|  6739| 0.022479 |SUN |15.05|  0.000|18|2|18|6|2|13|2
334|NGC 0239| 11.15622 |  -3.75935 |G|  3787| 0.012632 |SUN |14.21|  0.000|33|0|41|12|7|5|0
335|NGC 0240| 11.25802 |   6.11329 |G| 12239| 0.040825 |SUN |14.49|  0.000|26|2|33|10|5|7|0
336|IC 1579| 11.38516 | -26.56523 |G|  6831| 0.022786 |SUN |14.64|  0.000|38|0|42|13|9|18|0
337|IC 1581| 11.44323 | -25.91995 |G| 11062| 0.036900 |SUN |16.24|  0.000|9|0|45|11|4|14|0
338|NGC 0244| 11.44351 | -15.59686 |G|   941| 0.003139 |SUN |13.83|  0.000|100|10|57|20|13|6|0
339|NGC 0243| 11.50357 |  29.95957 |G|  4787| 0.015968 |SUN |14.62|  0.000|33|0|40|12|9|5|0
340|NGC 0245| 11.52247 |  -1.72338 |G|  4079| 0.013606 |S1L |12.97|  0.000|119|4|84|21|17|5|0
341|IC 0050| 11.52378 |  -9.50299 |G|  6027| 0.020104 |SLS |14.4g|  0.000|32|0|73|15|11|12|0
342|WISEA J004615.62-252209.6| 11.56509 | -25.36935 |G| 21435| 0.071500 |SUN |16.1 |  0.000|4|0|42|8|4|2|0
343|IC 1582| 11.57016 | -24.27926 |G| 10577| 0.035281 |SUN |15.46|  0.000|20|0|41|13|7|16|0
344|WISEA J004617.78-251948.2| 11.57411 | -25.33007 |G| 19830| 0.066146 |SUN |19.2 |  0.000|1|0|31|6|1|0|0
345|IC 0051| 11.60097 | -13.44224 |G|  1720| 0.005736 |S1L |13.75|  0.000|91|5|57|21|15|6|0
346|NGC 0218| 11.63344 |  36.32571 |G| 11220| 0.037426 |SUN |13.50|  0.000|55|2|48|15|14|6|0
347|WISEA J004646.94-252338.7| 11.69560 | -25.39410 |G|  9865| 0.032906 |SUN |20.7 |  0.000|1|0|22|3|1|0|0
348|WISEA J004650.69-203904.7| 11.71123 | -20.65132 |G|   112| 0.000374 |SLS |18.0r|  0.000|1|0|26|5|1|0|0
349|MRSS 474-059243| 11.75172 | -25.45730 |G| 21020| 0.070115 |SUN |20.9 |  0.000|1|0|10|2|1|0|0
350|WISEA J004702.22-252425.1| 11.75926 | -25.40698 |G| 22927| 0.076476 |SUN |18.8 |  0.000|3|0|28|4|1|0|0
351|WISEA J004706.12-251835.3| 11.77550 | -25.30981 |G| 10233| 0.034134 |SUN |19.4 |  0.000|1|0|16|3|1|0|0
352|WISEA J004706.63-251306.6| 11.77763 | -25.21852 |G|  6552| 0.021855 |SUN |20.1 |  0.000|1|0|32|5|1|0|0
353|NGC 0331| 11.77857 |  -2.73121 |G|  7139| 0.023813 |S1L |15.19|  0.000|26|0|33|10|11|4|0
354|NGC 0247| 11.78452 | -20.76046 |G|   174| 0.000580 |SUN | 9.86|  0.000|496|13|101|45|19|19|0
355|IC 1583| 11.79298 |  23.07380 |G|  7268| 0.024243 |SUN |15.0 |  0.000|19|1|32|10|6|3|0
356|GALEXMSC J004711.55-251511.2  | 11.79800 | -25.25285 |G| 10230| 0.034124 |SUN |21.6 |  0.000|1|0|4|2|1|0|0
357|WISEA J004711.66-252437.4| 11.79857 | -25.41049 |G| 28236| 0.094185 |SUN |21.1 |  0.000|1|0|22|3|1|0|0
358|IC 1585| 11.80960 |  23.05354 |G|  7344| 0.024497 |SUN |14.9 |  0.000|19|0|36|10|6|4|0
359|SSTSL2 J004715.13-252227.5| 11.81307 | -25.37432 |G|   406| 0.001354 |SUN |20.3 |  0.000|1|0|10|2|1|0|0
360|NGC 0250| 11.81679 |   7.91006 |G|  5259| 0.017542 |S1L |14.63|  0.000|36|0|44|17|14|7|0
361|WISEA J004716.67-251544.5| 11.81948 | -25.26236 |G| 20863| 0.069591 |SUN |19.6 |  0.000|1|0|32|5|1|0|0
362|NGC 0259a| 11.82428 |  -2.54488 |G|  3508| 0.011700 |SUN |18.3 |  0.000|3|0|27|7|2|0|0
363|IC 1584| 11.82745 |  27.82766 |G|  4742| 0.015818 |S1L |14.50|  0.000|50|1|39|16|12|7|0
364|NGC 0253 X-1| 11.84426 | -25.34738 |XrayS|   417| 0.001391 |UUN |     |  0.000|29|0|29|12|2|0|0
365|NGC 0254| 11.86517 | -31.42185 |G|  1629| 0.005434 |SUN |12.62|  0.000|92|3|63|17|15|18|1
366|NGC 0253| 11.88804 | -25.28808 |G|   242| 0.000807 |S1L |7.09B|  0.000|1914|31|386|109|67|22|0
367|NGC 0247B| 11.89511 | -20.43001 |G|  6112| 0.020387 |SLS |14.19|  0.000|39|6|62|18|11|18|0
368|NGC 0247D| 11.90295 | -20.48752 |G|  6383| 0.021291 |SLS |16.07|  0.000|16|3|27|8|3|14|0
369|ESO 540- G 025| 11.90665 | -20.52224 |G|  6262| 0.020888 |SLS |14.66|  0.000|31|4|49|11|4|18|0
370|WISEA J004740.04-205413.0| 11.91684 | -20.90363 |G| 26116| 0.087113 |PUN |16.3r|  0.000|2|0|45|8|1|2|0
371|WISEA J004746.69-250740.6| 11.94456 | -25.12797 |G| 23061| 0.076923 |SUN |21.2 |  0.000|2|0|31|5|1|0|0
372|WISEA J004746.73-250249.3| 11.94473 | -25.04704 |G| 29601| 0.098738 |SUN |18.8 |  0.000|4|0|49|8|3|2|0
373|NGC 0255| 11.94707 | -11.46857 |G|  1585| 0.005287 |UUN |12.36|  0.000|122|5|56|24|14|7|0
374|NGC 0251| 11.97522 |  19.59689 |G|  4556| 0.015197 |SUN |13.90|  0.000|64|1|46|19|18|9|0
375|IC 1586| 11.98470 |  22.37278 |G|  5821| 0.019417 |SUN |14.9 |  0.000|88|3|71|15|16|2|0
376|NGC 0252| 12.00621 |  27.62388 |G|  4938| 0.016471 |UUN |12.9B|  0.000|128|5|42|20|21|7|0
377|NGC 0257| 12.00627 |   8.29712 |G|  5279| 0.017609 |SUN |13.3 |  0.000|104|0|61|27|26|8|0
378|NGC 0259| 12.01379 |  -2.77538 |G|  4046| 0.013496 |S1L |13.56|  0.000|70|3|59|20|15|6|0
379|NGC 0258| 12.05331 |  27.65720 |G|  5918| 0.019740 |PUN |15.5 |  0.000|8|2|27|4|1|4|0
380|NGC 0264| 12.08729 | -38.23438 |G|  4987| 0.016635 |SLS |14.60|  0.000|23|2|40|11|5|17|0
381|GALEXASC J004821.23-252041.9  | 12.08873 | -25.34464 |G| 17940| 0.059841 |SUN |19.1 |  0.000|1|0|18|4|1|0|0
382|IC 0052| 12.09906 |   4.09186 |G|  1961| 0.006541 |SUN |15.17|  0.000|30|0|23|11|12|6|0
383|WISEA J004824.85-251926.3| 12.10357 | -25.32400 |G| 28629| 0.095496 |SUN |16.8 |  0.000|2|0|36|6|1|0|0
384|WISEA J004825.73-251521.3| 12.10721 | -25.25593 |G| 28484| 0.095012 |SUN |19.6 |  0.000|1|0|30|5|1|0|0
385|NGC 0260| 12.14455 |  27.69248 |G|  5214| 0.017392 |S1L |14.23|  0.000|48|4|54|19|15|7|0
386|WISEA J004838.79-251706.3| 12.16163 | -25.28510 |G| 16857| 0.056229 |SUN |16.0 |  0.000|1|0|37|7|1|0|0
387|IC 1587| 12.18045 | -23.56167 |G| 16987| 0.056663 |SUN |15.36|  0.000|19|0|38|10|6|15|0
388|NGC 0262| 12.19642 |  31.95697 |G|  4507| 0.015034 |SUN |13.2r|  0.000|689|21|334|82|79|12|0
389|NGC 0263| 12.20180 | -13.10735 |G|  8694| 0.029000 |S1L |15.00|  0.000|22|1|42|10|8|3|0
390|MRK 0557| 12.22180 |  -2.38204 |G|  3919| 0.013072 |SUN |15.06|  0.000|39|0|51|11|12|4|0
391|NGC 0266| 12.44925 |  32.27771 |G|  4637| 0.015467 |UUN |12.54|  0.000|195|6|107|36|24|14|0
392|NGC 0268| 12.53982 |  -5.19364 |G|  5494| 0.018326 |SLS |13.41|  0.000|60|2|47|14|13|6|0
393|NGC 0270| 12.63544 |  -8.65167 |G|  3773| 0.012585 |SUN |13.97|  0.000|33|0|38|13|8|6|0
394|IC 0053| 12.66990 |  10.60027 |G| 11772| 0.039267 |SUN |14.86|  0.000|31|1|40|13|9|7|0
395|NGC 0271| 12.67446 |  -1.91030 |G|  4088| 0.013636 |S1L |12.91|  0.000|59|1|45|14|12|7|0
396|NGC 0273| 12.70192 |  -6.88567 |G|  4855| 0.016195 |UUN |14.07|  0.000|43|2|42|15|10|7|0
397|IC 1588| 12.74047 | -23.55790 |G| 16416| 0.054758 |SLS |16.37|  0.000|8|1|37|6|2|14|0
398|NGC 0274| 12.75767 |  -7.05699 |G|  1751| 0.005841 |S1L |12.80|  0.000|127|5|53|21|22|5|0
399|NGC 0275| 12.76750 |  -7.06667 |G|  1744| 0.005817 |SUN |13.16|  0.000|108|6|22|18|14|5|0
400|NGC 0277| 12.82179 |  -8.59682 |G|  4282| 0.014283 |SUN |14.31|  0.000|35|0|33|10|9|5|0
401|IC 0056| 12.87474 | -12.84428 |G|  6085| 0.020297 |SUN |15.16|  0.000|27|2|32|8|6|6|0
402|IC 0055| 12.92658 |   7.71857 |G|  5226| 0.017432 |SUN |15.0 |  0.000|17|0|37|9|5|3|0
403|IC 0056A| 12.96353 | -12.76730 |G| 12561| 0.041900 |SUN |16.27|  0.000|12|2|32|5|6|4|0
404|NGC 0276| 13.02571 | -22.68117 |G| 14038| 0.046826 |SLS |15.68|  0.000|31|2|49|15|9|18|0
405|NGC 0279| 13.03731 |  -2.21842 |G|  3878| 0.012936 |SUN |13.66|  0.000|63|0|56|19|14|7|0
406|NGC 0280| 13.12612 |  24.35057 |G| 10161| 0.033893 |S1L |14.23|  0.000|56|1|47|17|17|7|0
407|NGC 0282| 13.17564 |  30.63902 |G|  6673| 0.022259 |SUN |14.7 |  0.000|22|0|32|9|4|3|0
408|NGC 0289| 13.17613 | -31.20586 |G|  1629| 0.005434 |UUN |11.72|  0.000|237|10|97|30|25|19|0
409|Small Magellanic Cloud| 13.18667 | -72.82861 |G|   146| 0.000486 |UUN | 2.7 |  0.000|4313|9|56|16|7|3|0
410|NGC 0283| 13.30508 | -13.16389 |G| 11339| 0.037823 |S1L |14.81|  0.000|28|1|34|11|8|6|0
411|NGC 0284| 13.35099 | -13.15897 |G| 11530| 0.038460 |SUN |15.41|  0.000|15|0|32|9|4|3|0
412|IC 1592| 13.36267 |   5.77041 |G|  5188| 0.017305 |SUN |15.00|  0.000|18|1|39|10|8|5|0
413|NGC 0287| 13.36785 |  32.48240 |G|  5511| 0.018383 |SUN |14.8 |  0.000|19|0|32|9|6|2|0
414|NGC 0285| 13.37446 | -13.16075 |G| 11385| 0.037976 |SLS |15   |  0.000|13|0|32|7|4|4|0
415|NGC 0291| 13.37462 |  -8.76770 |G|  5689| 0.018976 |SLS |14.5g|  0.000|80|1|85|22|22|14|0
416|NGC 0286| 13.37651 | -13.11274 |G| 10876| 0.036278 |SUN |14.99|  0.000|30|0|34|11|7|6|0
417|IC 1597| 13.38346 | -58.10710 |G|  5974| 0.019927 |SUN |14.96|  0.000|29|1|43|11|6|16|0
418|IC 1594| 13.43857 | -47.64738 |G|  8318| 0.027746 |SLS |15.13|  0.000|17|2|41|12|4|16|0
