# name, ra, dec, redshift 
NGC 0385, 16.86346, 32.31987, 0.016595 
NGC 0386, 16.88045, 32.36193, 0.018533 
NGC 0387, 16.88771, 32.39082, 0.015701 
IC 1622, 16.90292, -17.53873, 0.021158 
IC 1625, 16.92755, -46.90760, 0.022279 
IC 1623A, 16.94371, -17.50625, 0.020067 
NGC 0388, 16.94648, 32.30994, 0.018159 
IC 1623, 16.94658, -17.50703, 0.020067 
IC 1623B, 16.94790, -17.50704, 0.020304 
NGC 0396, 17.03560, 4.53114, 0.042283 
IC 1627, 17.04508, -46.09405, 0.020201 
IC 0076, 17.04869, -4.55453, 0.025548 
IC 1630, 17.07017, -46.75395, 0.022816 
NGC 0392, 17.09777, 33.13366, 0.015282 
NGC 0394, 17.10849, 33.14797, 0.014754 
NGC 0389, 17.12471, 39.69543, 0.017819 
NGC 0397, 17.12968, 33.10919, 0.016695 
NGC 0393, 17.15401, 39.64425, 0.020354 
IC 0077, 17.18223, -15.42090, 0.058414 
IC 1631, 17.18691, -46.47583, 0.030968 
IC 1628, 17.19807, -28.58228, 0.019026 
IC 0078, 17.19870, -15.84516, 0.039247 
IC 0079, 17.20714, -15.94870, 0.042019 
IC 0080 NED01, 17.21124, -15.40900, 0.053073 
IC 0080 NED02, 17.21296, -15.40632, 0.052623 
NGC 0398, 17.22371, 32.51455, 0.016605 
NGC 0399, 17.24671, 32.63426, 0.017235 
IC 0082, 17.27422, -16.00031, 0.039884 
NGC 0403, 17.30902, 32.75211, 0.016978 
IC 1629, 17.32585, 2.56753, 0.041816 
IC 0081, 17.34276, -1.69586, 0.013182 
NGC 0404, 17.36248, 35.71813, -0.000163 
NGC 0409, 17.38840, -35.80560, 0.022075 
IC 1633, 17.48145, -45.93116, 0.024250 
NGC 0415, 17.52361, -35.49084, 0.021655 
IC 0083, 17.62406, 1.68934, 0.044541 
WISEA J011031.04+010200.6, 17.62936, 1.03351, 0.069660 
NGC 0418, 17.64849, -30.22130, 0.019036 
NGC 0407, 17.65228, 33.12660, 0.018590 
IC 1632, 17.68075, 17.68320, 0.065445 
NGC 0410, 17.74543, 33.15205, 0.017359 
IC 1637, 17.75480, -30.43853, 0.020161 
IC 1635, 17.76467, 17.65204, 0.060742 
IC 1634, 17.76591, 17.66301, 0.067070 
NGC 0417, 17.77314, -18.14826, 0.042223 
NGC 0414 NED01, 17.82339, 33.11341, 0.018193 
NGC 0414, 17.82417, 33.11278, 0.017672 
NGC 0414 NED02, 17.82479, 33.11225, 0.016335 
NGC 0423, 17.84283, -29.23474, 0.005344 
IC 0084, 17.85678, 1.64015, 0.016715 
NGC 0424, 17.86516, -38.08346, 0.011764 
IC 1636 NED01, 17.90602, 33.35439, 0.018846 
IC 1636, 17.90608, 33.35400, 0.018990 
NGC 0432, 17.94287, -61.52765, 0.026929 
IC 1639, 17.94397, -0.66430, 0.017947 
IC 1649, 17.96238, -55.85725, 0.017806 
IC 1640, 17.96369, -0.63031, 0.018459 
IC 1643, 18.03598, -0.41020, 0.018196 
NGC 0420, 18.04013, 32.12319, 0.016712 
NGC 0434, 18.05896, -58.24802, 0.016425 
IC 1650, 18.07965, -50.40174, 0.024550 
NGC 0427, 18.08025, -32.06112, 0.033897 
IC 1638, 18.09095, 33.36447, 0.015964 
IC 1645, 18.11389, 15.75008, 0.037813 
NGC 0434A, 18.12309, -58.20914, 0.016104 
NGC 0413, 18.13075, -2.79354, 0.019397 
IC 1646, 18.18262, 15.70783, 0.038571 
SDSS J011248.41+005912.7, 18.20190, 0.98701, 0.003643 
NGC 0440, 18.20196, -58.28226, 0.017159 
ZTF18abtzjhn, 18.20253, -0.29020, 0.017542 
SDSS J011255.63+005930.8, 18.23182, 0.99189, 0.003729 
NGC 0428, 18.23231, 0.98152, 0.003853 
NGC 0429, 18.23927, -0.34497, 0.018770 
NGC 0430, 18.24972, -0.25247, 0.017414 
NGC 0425, 18.26071, 38.76836, 0.021331 
IC 1647, 18.31094, 38.88541, 0.020818 
IC 0086, 18.36881, -16.24158, 0.043967 
NGC 0438, 18.39234, -37.90167, 0.011641 
IC 1648, 18.42551, 33.21817, 0.018426 
NGC 0439, 18.44699, -31.74714, 0.019357 
NGC 0441, 18.46359, -31.78838, 0.018800 
NGC 0435, 18.49943, 2.07161, 0.034237 
NGC 0431, 18.51888, 33.70429, 0.019107 
IC 1657, 18.52921, -32.65088, 0.011952 
IC 0087, 18.56583, 0.76537, 0.042497 
NGC 0454 NED01, 18.59088, -55.40142, 0.012095 
NGC 0437, 18.59284, 5.92699, 0.017649 
NGC 0454, 18.59611, -55.39821, 0.012158 
NGC 0454E, 18.60391, -55.39705, 0.012125 
IC 0088, 18.63043, 0.79181, 0.065283 
NGC 0442, 18.66099, -1.02064, 0.018580 
NGC 0445, 18.71877, 1.91742, 0.038236 
NGC 0458, 18.72277, -71.55270, 0.042156 
IC 1652, 18.73449, 31.94851, 0.017265 
NGC 0443, 18.78168, 33.37726, 0.015961 
IC 1654, 18.79937, 30.19478, 0.016335 
NGC 0448, 18.81887, -1.62625, 0.006364 
NGC 0450, 18.87705, -0.86079, 0.005884 
NGC 0447, 18.90692, 33.06784, 0.018670 
NGC 0444, 18.95666, 31.08067, 0.016134 
NGC 0455, 18.99016, 5.17871, 0.019437 
NGC 0446, 19.01512, 4.29415, 0.018166 
IC 1659, 19.02519, 30.34913, 0.022993 
NGC 0449, 19.03000, 33.08937, 0.015946 
NGC 0451, 19.05166, 33.06424, 0.016218 
NGC 0452, 19.06167, 31.03384, 0.016555 
IC 0090, 19.12640, -7.97700, 0.018519 
WISEA J011708.84-342148.8, 19.28684, -34.36358, 0.054314 
NGC 0491:[ZM98] 0137, 19.28875, -34.10472, 0.077877 
WISEA J011712.47-335104.0, 19.30198, -33.85113, 0.066826 
NGC 0466, 19.30516, -58.90993, 0.017552 
LEDA 3174435, 19.30542, -33.83111, 0.071199 
NGC 0461, 19.33593, -33.84096, 0.018956 
IC 5364, 19.33612, -33.84014, 0.030200 
NGC 0491:[ZM98] 0078, 19.33792, -33.72944, 0.077310 
NGC 0491:[ZM98] 0122, 19.33958, -33.75056, 0.077120 
NGC 0491:[ZM98] 0029, 19.34958, -33.31667, 0.067120 
APMBGC 352-034-038, 19.35537, -34.09289, 0.058147 
LEDA 671102, 19.35792, -33.81944, 0.018683 
NGC 0491:[ZM98] 0039, 19.36125, -34.34778, 0.077503 
GSN 141, 19.36168, -33.55292, 0.018726 
WISEA J011727.08-344410.1, 19.36286, -34.73614, 0.051500 
NGC 0491:[ZM98] 0164, 19.38542, -34.28000, 0.078167 
LSBG F352-031, 19.40500, -34.00389, 0.024307 
NGC 0491:[ZM98] 0100, 19.42458, -33.97056, 0.067527 
NGC 0491:[ZM98] 0079, 19.42833, -34.46639, 0.077847 
NGC 0459, 19.53410, 17.56233, 0.042386 
NGC 0491:[ZM98] 0148, 19.54208, -34.05917, 0.079872 
NGC 0462, 19.54577, 4.22607, 0.046495 
WISEA J011812.95-332354.4, 19.55400, -33.39845, 0.067780 
NGC 0491:[ZM98] 0056, 19.58583, -33.73028, 0.093735 
IC 0091, 19.66436, 2.55369, 0.023526 
IC 1667, 19.67636, -17.05036, 0.030951 
ESO 352- G 039, 19.69296, -34.35123, 0.012929 
IC 1670A, 19.70363, -16.80335, 0.020024 
IC 1670B, 19.72020, -16.80331, 0.019370 
IC 1668, 19.72064, 33.17267, 0.019133 
NGC 0463, 19.74260, 16.32552, 0.021005 
IC 0093, 19.75975, -17.06032, 0.019924 
NGC 0491:[ZM98] 0071, 19.77917, -33.96861, 0.051966 
NGC 0491:[ZM98] 0075, 19.77917, -34.37806, 0.079331 
ESO 352- G 041, 19.78281, -34.10379, 0.018720 
NGC 0467, 19.79224, 3.30079, 0.018236 
IC 0095, 19.82450, -12.57408, 0.044247 
LEDA 3174344, 19.83375, -33.76361, 0.066713 
LSBG F352-029, 19.83583, -34.65889, 0.032269 
NGC 0491:[ZM98] 0074, 19.85042, -33.57306, 0.075812 
NGC 0491:[ZM98] 0081, 19.86750, -34.09194, 0.019290 
WISEA J011929.07-000839.7, 19.87113, -0.14436, 0.090092 
NGC 0469, 19.88711, 14.87191, 0.013686 
NGC 0484, 19.89471, -58.52440, 0.017028 
NGC 0470, 19.93685, 3.40983, 0.007922 
NGC 0468, 19.95169, 32.76794, 0.016882 
LEDA 3174321, 19.97000, -33.48139, 0.054091 
IC 1666, 19.97249, 32.46739, 0.016281 
NGC 0491:[ZM98] 0082, 19.97292, -34.40222, 0.033550 
ESO 352-IG 045 NED01, 19.97633, -34.24983, 0.019137 
NGC 0473, 19.97947, 16.54491, 0.007108 
ESO 352-IG 045 NED02, 19.98575, -34.26157, 0.018156 
NGC 0471, 19.99835, 14.78620, 0.013749 
NGC 0475, 20.00838, 14.86107, 0.053690 
NGC 0491A, 20.02083, -33.90025, 0.011985 
NGC 0474, 20.02786, 3.41550, 0.007722 
IC 1669, 20.02811, 33.18459, 0.019070 
NGC 0478, 20.03871, -22.37785, 0.022596 
NGC 0476, 20.08294, 16.02014, 0.020958 
NGC 0482, 20.08516, -40.96607, 0.021908 
UGC 00871, 20.10036, 5.82813, 0.007208 
NGC 0472, 20.11956, 32.70907, 0.017272 
IC 0096, 20.13848, 29.61705, 0.014690 
ESO 352- G 047, 20.14171, -34.12178, 0.012725 
NGC 0480, 20.14329, -9.88022, 0.042925 
NGC 0491:[ZM98] 0135, 20.15167, -34.32583, 0.058574 
IC 1672, 20.15915, 29.69888, 0.023426 
NGC 0491:[ZM98] 0054, 20.18250, -34.21806, 0.031375 
IC 1673, 20.19310, 33.04492, 0.016978 
WISEA J012050.23+000151.3, 20.20931, 0.03093, 0.077912 
NGC 0491:[ZM98] 9222, 20.21667, -33.30333, 0.070749 
IC 0098, 20.22869, -12.60465, 0.053190 
IC 1676, 20.24406, 30.25949, 0.045021 
IC 1675, 20.24939, 34.24869, 0.017012 
IC 1678, 20.26060, 5.56050, 0.047213 
NGC 0491:[ZM98] 0097, 20.26542, -33.32722, 0.071713 
UGC 00888, 20.27566, 5.42857, 0.008139 
IC 1677 NED01, 20.27937, 33.21607, 0.018069 
IC 1677, 20.27960, 33.21660, 0.018069 
NGC 0491:[ZM98] 0089, 20.28417, -33.42833, 0.075145 
NGC 0491:[ZM98] 0077, 20.28625, -34.69167, 0.028900 
NGC 0481, 20.30215, -9.21121, 0.018456 
NGC 0479, 20.31571, 3.86235, 0.017462 
NGC 0491, 20.33521, -34.06336, 0.012902 
IC 1681, 20.33883, 0.09041, 0.012642 
NGC 0485, 20.36503, 7.01815, 0.007499 
NGC 0491:[ZM98] 0072, 20.40500, -33.30361, 0.067783 
IC 1679, 20.43552, 33.49377, 0.017712 
NGC 0491:[ZM98] 0052, 20.43833, -34.23833, 0.018102 
NGC 0488, 20.44496, 5.25686, 0.007579 
IC 1680, 20.46329, 33.28272, 0.014804 
NGC 0489, 20.47456, 9.20662, 0.008362 
NGC 0487, 20.47933, -16.37020, 0.019844 
NGC 0483, 20.48461, 33.52101, 0.020004 
ESO 352- G 056, 20.49417, -34.14439, 0.033590 
ESO 352- G 057, 20.50998, -34.19675, 0.018963 
NGC 0490, 20.51199, 5.36718, 0.007422 
NGC 0491:[ZM98] 0065, 20.53583, -34.27389, 0.071896 
NGC 0491:[ZM98] 0156, 20.53625, -34.59722, 0.058941 
NGC 0493, 20.53755, 0.94566, 0.007815 
NGC 0492a, 20.54386, 5.41143, 0.038598 
IC 1682, 20.55500, 33.26035, 0.014443 
NGC 0492, 20.55654, 5.41706, 0.047449 
LEDA 667954, 20.57042, -34.04472, 0.012625 
NGC 0497, 20.59908, -0.87521, 0.027155 
LEDA 3174236, 20.60458, -33.38250, 0.071156 
IC 0099, 20.61401, -12.95261, 0.049267 
NGC 0491:[ZM98] 0111, 20.62417, -34.02083, 0.031508 
WISEA J012234.83-333039.7, 20.64514, -33.51104, 0.034237 
MRK 0569, 20.64918, 1.89095, 0.032236 
IC 1683, 20.66214, 34.43712, 0.016241 
NGC 0500, 20.66401, 5.38720, 0.041072 
WISEA J012239.43+012602.0, 20.66430, 1.43391, 0.078084 
ESO 352- G 059, 20.67877, -34.65437, 0.018800 
CGCG 385-090, 20.69270, 1.73064, 0.032663 
WISEA J012246.60+020213.9, 20.69418, 2.03722, 0.044984 
LEDA 3174207, 20.70250, -33.89056, 0.071252 
IC 1684, 20.72131, 33.41354, 0.013403 
IC 0100, 20.72480, -4.64302, 0.017189 
NGC 0494, 20.73078, 33.17389, 0.018219 
NGC 0502, 20.73150, 9.04918, 0.008419 
NGC 0495, 20.73315, 33.47140, 0.013723 
NGC 0505, 20.73794, 9.46893, 0.018556 
IC 1685, 20.77746, 33.18917, 0.014884 
ESO 352- G 062, 20.77840, -34.73453, 0.031922 
NGC 0498, 20.79694, 33.48934, 0.020518 
WISEA J012311.37+013907.4, 20.79740, 1.65207, 0.089782 
NGC 0499, 20.79789, 33.46024, 0.014673 
NGC 0496, 20.79826, 33.52920, 0.020027 
WISEA J012317.73+014934.5, 20.82389, 1.82626, 0.032046 
NGC 0507 GROUP, 20.82946, 33.36076, 0.019020 
IC 1687, 20.82973, 33.27757, 0.016742 
WISEA J012320.71+014533.8, 20.83632, 1.75939, 0.031715 
WISEA J012322.21+021413.6, 20.84258, 2.23714, 0.096453 
NGC 0501, 20.84338, 33.43297, 0.016712 
WISEA J012322.63+012745.6, 20.84431, 1.46267, 0.078604 
WISEA J012323.68+014603.8, 20.84867, 1.76773, 0.031765 
MCG +00-04-110, 20.84910, 1.65089, 0.032819 
NGC 0509, 20.85052, 9.43367, 0.007542 
VV 509, 20.86013, 1.70578, 0.034347 
WISEA J012326.75+015025.4, 20.86147, 1.84039, 0.032452 
WISEA J012327.12+011429.6, 20.86301, 1.24156, 0.080071 
NGC 0504, 20.86630, 33.20439, 0.013835 
IC 1688, 20.86691, 33.08309, 0.016755 
NGC 0503, 20.86845, 33.33183, 0.019754 
NGC 0511, 20.87805, 11.29101, 0.037299 
LEDA 3175034, 20.87833, -34.49889, 0.058360 
WISEA J012331.76+015737.0, 20.88237, 1.96028, 0.016325 
GALEXASC J012332.22+013251.0, 20.88440, 1.54731, 0.032379 
NGC 0491:[ZM98] 0099, 20.88917, -33.72778, 0.067126 
NGC 0491:[ZM98] 0125, 20.90500, -33.73667, 0.067070 
CGCG 385-097, 20.90664, 1.56424, 0.032362 
WISEA J012337.73+012517.7, 20.90722, 1.42161, 0.079121 
NGC 0507, 20.91646, 33.25608, 0.016458 
NGC 0508, 20.91910, 33.28070, 0.018433 
WISEA J012345.30+013730.6, 20.93877, 1.62517, 0.078934 
IC 1689, 20.94950, 33.05532, 0.015231 
IC 1690, 20.95637, 33.15626, 0.015464 
ESO 352- G 065, 20.95958, -34.30111, 0.012692 
NGC 0526A, 20.97655, -35.06544, 0.019310 
NGC 0533:[ZM98] 0092, 20.97955, 1.57415, 0.058834 
NGC 0526, 20.97959, -35.06783, 0.019220 
WISEA J012355.99+010831.7, 20.98330, 1.14215, 0.056466 
LEDA 660446, 20.98625, -34.57194, 0.019650 
NGC 0526B, 20.98779, -35.06925, 0.019173 
ESO 352- G 067, 20.98879, -33.80314, 0.004917 
NGC 0527, 20.99242, -35.11493, 0.019343 
NGC 0527B, 20.99705, -35.12745, 0.019617 
NGC 0512, 20.99864, 33.90792, 0.016238 
IC 1693, 21.00999, -1.65680, 0.019457 
NGC 0514, 21.01628, 12.91750, 0.008246 
WISEA J012404.80+020320.1, 21.02001, 2.05560, 0.044200 
LEDA 664261, 21.02083, -34.30167, 0.020521 
NGC 0516, 21.03368, 9.55180, 0.008129 
IC 0101, 21.03579, 9.93036, 0.008019 
WISEA J012409.50-350542.0, 21.03961, -35.09501, 0.018500 
WISEA J012411.35+014311.9, 21.04733, 1.71998, 0.019350 
ESO 352- G 069, 21.05858, -34.72630, 0.020174 
UGC 00951, 21.06207, 1.04886, 0.018643 
NGC 0518, 21.07355, 9.33089, 0.009090 
WISEA J012417.83+022120.0, 21.07431, 2.35558, 0.016501 
WISEA J012422.86+014500.2, 21.09525, 1.75008, 0.017906 
WISEA J012424.03+013833.0, 21.10016, 1.64252, 0.016972 
WISEA J012424.26+013637.2, 21.10112, 1.61035, 0.092841 
UGC 00957, 21.10117, 3.88229, 0.007168 
IC 1691, 21.10736, 33.40717, 0.016621 
IC 0102, 21.10969, 9.88664, 0.048100 
WISEA J012426.77+021357.1, 21.11155, 2.23255, 0.039234 
NGC 0513, 21.11167, 33.79949, 0.019544 
NGC 0519, 21.11933, -1.64126, 0.018059 
CGCG 385-105, 21.11948, 1.13876, 0.030677 
WISEA J012432.84+020007.6, 21.13684, 2.00214, 0.018686 
NGC 0520N, 21.13880, 3.80046, 0.007609 
NGC 0521, 21.14072, 1.73138, 0.016738 
NGC 0520 NED01, 21.14367, 3.79494, 0.007557 
NGC 0520 NED02, 21.14531, 3.78979, 0.007358 
NGC 0520, 21.14660, 3.79199, 0.007609 
IC 0103, 21.15188, 2.04427, 0.032022 
NGC 0515, 21.16045, 33.47281, 0.017002 
IC 0108, 21.16236, -12.63558, 0.052586 
IC 1692, 21.16474, 33.23576, 0.018429 
UM 102, 21.17009, 3.85745, 0.007298 
NGC 0530, 21.17360, -1.58707, 0.016702 
WISEA J012443.32+015712.2, 21.18050, 1.95341, 0.031795 
NGC 0517, 21.18254, 33.42968, 0.014023 
WISEA J012443.94+012202.7, 21.18310, 1.36744, 0.030011 
NGC 0534, 21.18592, -38.12907, 0.019427 
NGC 0522, 21.19101, 9.99475, 0.009090 
IC 0105, 21.19274, 2.07528, 0.032579 
IC 1694, 21.19885, 1.60764, 0.016295 
NGC 0524, 21.19894, 9.53890, 0.008016 
UGC 00971, 21.20239, 1.03693, 0.015778 
NGC 0524:[BFB2004a] K075, 21.20658, 9.53708, 0.060000 
NGC 0524:[BFB2004a] K076, 21.20662, 9.52589, 0.060000 
WISEA J012451.15+013728.7, 21.21314, 1.62465, 0.017305 
IC 1696, 21.21809, -1.61704, 0.019547 
NGC 0525, 21.22052, 9.70338, 0.007135 
WISEA J012454.07+020325.1, 21.22530, 2.05700, 0.030735 
NGC 0524:[BFB2004a] K104, 21.23217, 9.55072, 0.060000 
MCG +00-04-123, 21.24522, 1.55726, 0.030708 
IC 1697, 21.26226, 0.44440, 0.028667 
WISEA J012503.71+013706.8, 21.26549, 1.61858, 0.016802 
WISEA J012504.53+014232.2, 21.26888, 1.70896, 0.019120 
NGC 0549, 21.27953, -38.00774, 0.020214 
IC 1695, 21.28179, 8.69949, 0.047437 
UGC 00981, 21.28782, 2.30331, 0.020417 
WISEA J012511.05+015856.5, 21.29608, 1.98238, 0.032529 
NGC 0544, 21.30008, -38.09442, 0.019810 
WISEA J012512.02+014451.5, 21.30012, 1.74764, 0.018186 
NGC 0546, 21.30335, -38.06913, 0.021682 
IC 0109, 21.30427, 2.06695, 0.032529 
NGC 0532, 21.32221, 9.26414, 0.007875 
WISEA J012517.91+014613.7, 21.32465, 1.77049, 0.030841 
NGC 0523, 21.33631, 34.02515, 0.015881 
NGC 0539, 21.34048, -18.16386, 0.032017 
IC 1698, 21.34222, 14.83876, 0.021862 
2MASX J01252289+0147595, 21.34541, 1.79993, 0.015681 
WISEA J012523.54+021052.9, 21.34810, 2.18138, 0.017155 
IC 0107, 21.35274, 14.86461, 0.021201 
WISEA J012524.76+014324.6, 21.35319, 1.72352, 0.016952 
NGC 0538, 21.35858, -1.55062, 0.018246 
WISEA J012528.98+015047.6, 21.37077, 1.84657, 0.030401 
WISEA J012530.54+021837.9, 21.37726, 2.31055, 0.058933 
NGC 0535, 21.37985, -1.40806, 0.016365 
NGC 0533, 21.38094, 1.75926, 0.018509 
NGC 0528, 21.38991, 33.67135, 0.015712 
WISEA J012535.74+022613.6, 21.39894, 2.43714, 0.058674 
ARK 044, 21.41552, 1.17814, 0.019492 
NGC 0529, 21.41788, 34.71303, 0.015749 
WISEA J012542.76+021734.8, 21.42817, 2.29302, 0.058817 
MCG +00-04-135, 21.43034, 1.90639, 0.020147 
NGC 0541, 21.43458, -1.37946, 0.018086 
WISEA J012545.02+015304.7, 21.43759, 1.88465, 0.017559 
WISEA J012546.71+022149.0, 21.44464, 2.36363, 0.058262 
WISEA J012547.84+020432.6, 21.44937, 2.07573, 0.092977 
WISEA J012548.15+014522.7, 21.45064, 1.75631, 0.017155 
WISEA J012548.21+014655.8, 21.45091, 1.78217, 0.021091 
NGC 0543, 21.45836, -1.29279, 0.017666 
IC 1701, 21.46017, 18.18434, 0.028123 
WISEA J012552.16+014545.0, 21.46734, 1.76252, 0.018506 
UGC 01006, 21.47042, 1.50840, 0.019470 
GALEXASC J012554.54+020636.4, 21.47729, 2.11012, 0.006745 
WISEA J012554.71+015235.5, 21.47816, 1.87725, 0.058587 
IC 1702, 21.48468, 16.60179, 0.013793 
NGC 0545, 21.49631, -1.34024, 0.017806 
NGC 0547, 21.50254, -1.34513, 0.018239 
WISEA J012601.84+022358.6, 21.50769, 2.39962, 0.058314 
NGC 0548, 21.51047, -1.22561, 0.018016 
IC 0112, 21.51246, 11.44294, 0.019370 
WISEA J012603.24+012812.4, 21.51354, 1.47012, 0.017719 
WISEA J012603.39+010250.1, 21.51414, 1.04728, 0.065341 
WISEA J012604.02+022501.3, 21.51678, 2.41704, 0.058337 
WISEA J012604.59+014508.8, 21.51915, 1.75247, 0.059177 
WISEA J012604.77+022656.7, 21.51988, 2.44909, 0.019543 
WISEA J012605.87+014050.4, 21.52448, 1.68068, 0.043557 
WISEA J012608.27+020921.7, 21.53449, 2.15603, 0.019824 
WISEA J012610.50+020236.0, 21.54433, 2.04368, 0.014987 
NGC 0553, 21.55222, 33.40518, 0.017068 
WISEA J012615.12+020458.1, 21.56302, 2.08282, 0.019557 
NGC 0531, 21.57839, 34.75419, 0.017372 
NGC 0536, 21.59075, 34.70306, 0.017305 
IC 0114, 21.59410, 9.90989, 0.007589 
NGC 0557, 21.60468, -1.63861, 0.018503 
CGCG 385-137, 21.62844, 1.45823, 0.017435 
NGC 0542, 21.62854, 34.67554, 0.015591 
2MASX J01264049+0115485, 21.66883, 1.26308, 0.094442 
NGC 0550, 21.67732, 2.02234, 0.019637 
WISEA J012644.73+012820.9, 21.68639, 1.47250, 0.060408 
IC 1705, 21.68691, -3.50143, 0.019330 
IC 0116, 21.71070, -4.98233, 0.018303 
IC 0115, 21.72678, 19.21451, 0.042683 
NGC 0567, 21.76004, -10.26522, 0.023323 
WISEA J012707.04+011132.9, 21.77936, 1.19249, 0.082675 
UGC 01028, 21.78174, 2.26700, 0.020761 
NGC 0540, 21.78708, -20.03659, 0.033700 
IC 1704, 21.78972, 14.77624, 0.021495 
NGC 0554, 21.79045, -22.72500, 0.032573 
NGC 0554A, 21.79051, -22.72442, 0.031909 
NGC 0555, 21.79921, -22.76202, 0.034137 
WISEA J012712.33+014658.3, 21.80138, 1.78287, 0.018600 
NGC 0556, 21.80258, -22.69777, 0.032509 
WISEA J012714.31+021020.3, 21.80963, 2.17232, 0.044000 
WISEA J012714.62+010912.0, 21.81093, 1.15333, 0.082520 
NGC 0558, 21.81731, -1.97096, 0.016531 
WISEA J012724.41+013308.6, 21.85174, 1.55241, 0.031912 
NGC 0560, 21.85583, -1.91299, 0.018379 
IC 1706, 21.87923, 14.81975, 0.021578 
IC 0118, 21.90011, -4.99738, 0.047063 
WISEA J012736.72+011713.0, 21.90304, 1.28695, 0.078411 
NGC 0551, 21.91931, 37.18293, 0.017319 
NGC 0564, 21.95084, -1.87945, 0.019467 
IC 0119, 21.97930, -2.04042, 0.020104 
ARK 048, 21.98742, 2.14237, 0.018189 
NGC 0568, 21.98757, -35.71761, 0.018943 
NGC 0565, 22.04250, -1.30596, 0.015117 
IC 0120, 22.05396, -1.91551, 0.016031 
IC 0122, 22.05499, -14.83886, 0.032597 
NGC 0561, 22.07819, 34.30860, 0.015587 
WISEA J012820.04+012134.8, 22.08350, 1.35968, 0.094509 
IC 0121, 22.09074, 2.51302, 0.030114 
NGC 0572, 22.15173, -39.30735, 0.030631 
IC 0123, 22.21444, 2.44646, 0.030618 
NGC 0576, 22.23997, -51.59859, 0.012022 
NGC 0570, 22.24427, -0.94898, 0.018433 
NGC 0566, 22.26240, 32.33232, 0.018009 
NGC 0574, 22.26275, -35.59889, 0.019073 
NGC 0569, 22.27978, 11.13149, 0.019330 
IC 0125, 22.32638, -13.27976, 0.047700 
NGC 0583, 22.43396, -18.33935, 0.023229 
IC 0127, 22.44852, -6.98003, 0.006655 
IC 0126, 22.44944, -1.98375, 0.019667 
NGC 0571, 22.48353, 32.50118, 0.015537 
NGC 0578, 22.61875, -22.66719, 0.005434 
NGC 0577, 22.66962, -1.99441, 0.019827 
NGC 0575, 22.69432, 21.44046, 0.010458 
IC 1711, 22.73023, 17.18867, 0.009343 
NGC 0584, 22.83640, -6.86795, 0.006106 
IC 0128, 22.84925, -12.62425, 0.017572 
IC 0130, 22.86958, -15.59156, 0.044121 
IC 0129, 22.88018, -12.65423, 0.017631 
NGC 0586, 22.90356, -6.89379, 0.006254 
NGC 0585, 22.92558, -0.93331, 0.018056 
NGC 0579, 22.94391, 33.61554, 0.016655 
NGC 0582, 22.99192, 33.47655, 0.014497 
WISEA J013204.59+153001.3, 23.01914, 15.50038, 0.044002 
WISEA J013212.11+152352.9, 23.05049, 15.39804, 0.054808 
NGC 0597, 23.06194, -33.49711, 0.016858 
NGC 0593, 23.08643, -12.35454, 0.017295 
NGC 0587, 23.13894, 35.35858, 0.015104 
NGC 0589, 23.16637, -12.04268, 0.017639 
IC 0141, 23.21554, -14.81438, 0.037983 
NGC 0596, 23.21629, -7.03162, 0.006348 
IC 1714, 23.22154, -13.02492, 0.018713 
NGC 0599, 23.22410, -12.19122, 0.018436 
WISEA J013255.08+145809.7, 23.22952, 14.96939, 0.071403 
NGC 0594, 23.23712, -16.53588, 0.018056 
IC 0138, 23.25839, -0.68981, 0.015461 
NGC 0600, 23.27207, -7.31147, 0.006144 
NGC 0601, 23.27737, -12.20871, 0.018570 
WISEA J013307.73+162340.9, 23.28223, 16.39469, 0.070889 
WISEA J013313.30+160126.5, 23.30543, 16.02404, 0.029517 
NGC 0591, 23.38016, 35.66824, 0.015174 
GALEX J013334.18+303211.5, 23.39200, 30.53658, 0.000507 
IC 1715, 23.39242, 12.58539, 0.013966 
MESSIER 033, 23.46204, 30.66022, -0.000598 
NGC 0612, 23.49035, -36.49322, 0.030478 
NGC 0617, 23.51057, -9.77414, 0.040774 
IC 0135, 23.56477, 30.62004, -0.000554 
SN 2016gkg Host, 23.57592, -29.41859, 0.004920 
WISEA J013425.32+145759.3, 23.60553, 14.96648, 0.057723 
NGC 0604, 23.63796, 30.78520, -0.000754 
NGC 0606, 23.70901, 21.41847, 0.033256 
NGC 0619, 23.71570, -36.48936, 0.028393 
WISEA J013502.59+152915.8, 23.76081, 15.48773, 0.072148 
NGC 0625, 23.76929, -41.43619, 0.001321 
NGC 0615, 23.77374, -7.34029, 0.006131 
NGC 0623, 23.77659, -36.49016, 0.029871 
NGC 0628:[SD87] 11, 23.77917, 15.62333, 0.070509 
NGC 0626, 23.80036, -39.14603, 0.018942 
NGC 0608, 23.86763, 33.65677, 0.017022 
WISEA J013534.47+151652.0, 23.89363, 15.28113, 0.070702 
NGC 0630, 23.90210, -39.35779, 0.019760 
WISEA J013543.40+151910.4, 23.93086, 15.31957, 0.070546 
WISEA J013547.77+151512.3, 23.94906, 15.25344, 0.069178 
NGC 0624, 23.96285, -10.00301, 0.019546 
NGC 0614, 23.96765, 33.68198, 0.017215 
WISEA J013552.92+160244.2, 23.97051, 16.04563, 0.043557 
NGC 0622, 24.00065, 0.66345, 0.017205 
NGC 0633, 24.09755, -37.32158, 0.017305 
